value,date,filename,description,operating country,listing country,currency,sector,industry
460.9240000,11-30-2025,CBNK,Capital Bancorp Inc,United States,United States,USD,Finance,Banks
460.3456000,11-30-2025,DOMO,Domo Inc,United States,United States,USD,Information Technology,Software
459.3545000,11-30-2025,LSE,Leishen Energy Holding Co Ltd,United States,United States,USD,Real Estate,Real Estate Investment Trusts
457.2088000,11-30-2025,COFS,ChoiceOne Financial Services Inc,United States,United States,USD,Finance,Banks
456.8514000,11-30-2025,CDZI,Cadiz Inc.,United States,United States,USD,Utilities & Telecommunications,Utilities - Water
453.9824000,11-30-2025,STKL,SunOpta Inc.,Canada,United States,USD,Consumer Staples,Food Products
453.3792000,11-30-2025,VPG,Vishay Precision Group Inc,United States,United States,USD,Information Technology,Electronic Equipment
453.2736000,11-30-2025,EMX1,EMX Royalty Corp,United States,United States,USD,Materials,Gold & Silver
453.1686000,11-30-2025,EHAB,Enhabit Inc,United States,United States,USD,Health Care,Health Care Services
452.3088000,11-30-2025,XNET,Xunlei Ltd ADR,China,United States,USD,Communications,Internet
452.0000000,11-30-2025,BPOSY,Bpost Sa Uns ADR,United States,United States,USD,Industrials,Commercial Services & Supplies
451.6568000,11-30-2025,SCVL,Shoe Carnival Inc,United States,United States,USD,Consumer Discretionary,Retail - Specialty
450.9375000,11-30-2025,IGIC,Intl General Ins Hldgs Ltd -,United States,United States,USD,Finance,Corporate Finance
450.1440000,11-30-2025,OLP,"One Liberty Properties, Inc.",United States,United States,USD,Real Estate,Real Estate Investment Trusts
449.4575000,11-30-2025,NFBK,Northfield Bancorp Inc,United States,United States,USD,Finance,Trusts & Thrifts
446.9872000,11-30-2025,EBF,Ennis Inc.,United States,United States,USD,Industrials,Commercial Services & Supplies
446.0544000,11-30-2025,VFF,Village Farms International Inc,Canada,United States,USD,Consumer Staples,Food Products
445.4541000,11-30-2025,FRPH,FRP Holdings Inc,United States,United States,USD,Transports,Trucking
444.8325000,11-30-2025,KRNY,Kearny Financial Corp,United States,United States,USD,Finance,Trusts & Thrifts
444.2886000,11-30-2025,WOW,WideOpenWest Inc,United States,United States,USD,Consumer Discretionary,Consumer Services
443.9604000,11-30-2025,MLR,Miller Industries Inc. (TN) (New),United States,United States,USD,Industrials,Machinery
443.8146000,11-30-2025,GMRE,Glbl Medical REIT Inc,United States,United States,USD,Real Estate,Real Estate Investment Trusts
442.6350000,11-30-2025,GRND,Grindr Inc,United States,United States,USD,Finance,Corporate Finance
442.0584000,11-30-2025,LAW,CS Disco Inc.,United States,United States,USD,Information Technology,Software
442.0046000,11-30-2025,CHCT,Community Healthcare Trust Inc,United States,United States,USD,Real Estate,Real Estate Management & Development
441.9144000,11-30-2025,FPI,Farmland Partners Inc,United States,United States,USD,Real Estate,Real Estate Management & Development
441.1000000,11-30-2025,MLAB,"Mesa Laboratories, Inc.",United States,United States,USD,Information Technology,Electronic Equipment
439.2732000,11-30-2025,WCCB,West Coast Community Bancorp,United States,United States,USD,Finance,Banks
439.1094000,11-30-2025,CIVB,Civista Bancshares Inc,United States,United States,USD,Finance,Banks
438.3148000,11-30-2025,FFWM,First Foundation Inc,United States,United States,USD,Finance,Banks
437.8132000,11-30-2025,SGHT,Sight Sciences Inc,United States,United States,USD,Health Care,Health Care Supplies
437.5100000,11-30-2025,RYAM,Rayonier Advanced Materials Inc,United States,United States,USD,Materials,Chemicals
436.7710000,11-30-2025,APYRF,Allied Properties Real Estate Investment Trusts,Canada,United States,USD,Real Estate,Real Estate Investment Trusts
436.4778000,11-30-2025,BMRC,Bank of Marin Bancorp,United States,United States,USD,Finance,Banks
436.4247000,11-30-2025,TRC,Tejon Ranch Co,United States,United States,USD,Real Estate,Real Estate Management & Development
435.5680000,11-30-2025,ZEUS,Olympic Steel Inc,United States,United States,USD,Materials,Iron & Steel
434.4704000,11-30-2025,FBIZ,First Business Financial Services Inc,United States,United States,USD,Finance,Banks
433.9566000,11-30-2025,SIGA,"SIGA Technologies, Inc",United States,United States,USD,Health Care,Pharmaceuticals
433.7754000,11-30-2025,HBCP,Home Bancorp Inc. (LA),United States,United States,USD,Finance,Trusts & Thrifts
433.1430000,11-30-2025,ETON,Eton Pharmaceuticals Inc,United States,United States,USD,Health Care,Biotechnology & Life Sciences
430.9610000,11-30-2025,CUSI,Cuisine Solutions Inc,United States,United States,USD,Consumer Staples,Food Products
429.1936000,11-30-2025,BAND,Bandwidth Inc,United States,United States,USD,Utilities & Telecommunications,Telephone
428.4992000,11-30-2025,MSB,Mesabi Trust SBI,United States,United States,USD,Materials,Iron & Steel
427.6268000,11-30-2025,TITN,Titan Machinery Inc,United States,United States,USD,Industrials,Machinery
426.6994000,11-30-2025,FTK,Flotek Industries Inc,United States,United States,USD,Materials,Chemicals
426.2790000,11-30-2025,DBIN,Dacotah Banks Inc,United States,United States,USD,Finance,Banks
425.7452000,11-30-2025,MAMA,Mama's Creations Inc,United States,United States,USD,Consumer Staples,Food Products
425.0663000,11-30-2025,JOUT,"Johnson Outdoors, Inc., Class A",United States,United States,USD,Consumer Discretionary,Leisure Goods
422.8341000,11-30-2025,SLDB,Solid Biosciences Inc,United States,United States,USD,Health Care,Biotechnology & Life Sciences
422.5156000,11-30-2025,HLFDY,Halfords Group PLC Unsponsored ADR,United Kingdom,United States,USD,Consumer Discretionary,Retail - Specialty
422.1054000,11-30-2025,BSRR,Sierra Bancorp,United States,United States,USD,Finance,Banks
421.4592000,11-30-2025,LTBR,Lightbridge Corp,United States,United States,USD,Energy,Energy Equipment & Services
420.4550000,11-30-2025,NOA,North Amer Construction Grp Ltd Common S,United States,United States,USD,Energy,Energy Equipment & Services
420.3125000,11-30-2025,USAR,USA Rare Earth (Inflection Point Acquisition Corp. II),United States,United States,USD,Finance,Corporate Finance
418.9370000,11-30-2025,AKBA,Akebia Therapeutics Inc,United States,United States,USD,Health Care,Pharmaceuticals
417.1360000,11-30-2025,OSG,Octave Specialty Group Inc,United States,United States,USD,Finance,Banks
416.6400000,11-30-2025,MUEL,Mueller (Paul) Co,United States,United States,USD,Industrials,Machinery
416.4479000,11-30-2025,CARE,Carter Bank and Trust,United States,United States,USD,Finance,Banks
415.2168000,11-30-2025,SFST,Southern First Bancshares Inc,United States,United States,USD,Finance,Banks
414.7308000,11-30-2025,CYDY,CytoDyn Inc,United States,United States,USD,Health Care,Biotechnology & Life Sciences
414.5232000,11-30-2025,CCSI,Consensus Cloud Solutions Inc,United States,United States,USD,Information Technology,Software
413.8200000,11-30-2025,ZIP,Ziprecruiter Inc,United States,United States,USD,Industrials,Commercial Services & Supplies
413.7384000,11-30-2025,STGW,Stagwell Inc,United States,United States,USD,Communications,Advertising
413.0676000,11-30-2025,ASIX,AdvanSix Inc,United States,United States,USD,Materials,Chemicals
412.9413750,11-30-2025,ZEPP,Zepp Health Corp,United States,United States,USD,Consumer Discretionary,Apparel & Luxury Goods
411.9885000,11-30-2025,OBE,Obsidian Energy Ltd,United States,United States,USD,Energy,Oil & Gas Production
411.9372000,11-30-2025,PUBM,"PubMatic, Inc.",United States,United States,USD,Information Technology,Software
406.5550000,11-30-2025,IVA,Inventiva S.A. ADR,France,United States,USD,Health Care,Biotechnology & Life Sciences
406.5176000,11-30-2025,DH,Definitive Healthcare Corp,United States,United States,USD,Information Technology,Software
406.3156000,11-30-2025,DDL,Dingdong Limited ADS,China,United States,USD,Consumer Discretionary,Retail - Internet & Media
405.4616000,11-30-2025,CLFD,Clearfield Inc. (APA Optics),United States,United States,USD,Information Technology,Electronic Equipment
404.4590000,11-30-2025,MITK,Mitek Systems Inc.,United States,United States,USD,Information Technology,Computers & Peripherals
403.9332000,11-30-2025,NCMI,National CineMedia Inc,United States,United States,USD,Industrials,Commercial Services & Supplies
403.6390000,11-30-2025,PRTC,PureTech Health plc,United Kingdom,United States,USD,Health Care,Biotechnology & Life Sciences
403.3200000,11-30-2025,SGU,Star Group L.P. Common Stock,United States,United States,USD,Utilities & Telecommunications,Utilities - Gas
403.3066000,11-30-2025,THM,International Tower Hill Mines Ltd,United States,United States,USD,Materials,Gold & Silver
399.9888000,11-30-2025,MTW,Manitowoc Co. Inc.,United States,United States,USD,Industrials,Machinery
399.3470000,11-30-2025,GRVY,Gravity Co. Ltd ADR,"Korea, Republic of",United States,USD,Information Technology,Software
398.9229000,11-30-2025,BRBS,Blue Ridge Bankshares Inc,United States,United States,USD,Finance,Trusts & Thrifts
397.4000000,11-30-2025,ORN,Orion Group Holdings Inc,United States,United States,USD,Industrials,Construction & Engineering
397.2672000,11-30-2025,TCI,"Transcontinental Realty Investors, Inc.",United States,United States,USD,Real Estate,Real Estate Investment Trusts
397.2564000,11-30-2025,KOPN,Kopin Corp.,United States,United States,USD,Information Technology,Semiconductors
396.9900000,11-30-2025,VSTA,Vasta Platform Ltd.,Brazil,United States,USD,Information Technology,Software
396.6074000,11-30-2025,HKD,AMTD Digital Inc,Hong Kong,United States,USD,Information Technology,Software
396.3710000,11-30-2025,PNNT,Pennantpark Investment Corp,United States,United States,USD,Finance,General Finance
395.7980000,11-30-2025,CAL,Caleres Inc. (Brown Shoe Co.),United States,United States,USD,Consumer Discretionary,Apparel & Luxury Goods
395.4766000,11-30-2025,ULH,Universal Logistics Holdings Inc,United States,United States,USD,Transports,Trucking
393.3270000,11-30-2025,PTLO,Portillos Inc,United States,United States,USD,Consumer Discretionary,Restaurants
391.7894000,11-30-2025,NRC,Natl Research Corporation,United States,United States,USD,Health Care,Health Care Supplies
391.5900000,11-30-2025,LUNR,Intuitive Machines Inc,United States,United States,USD,Finance,Corporate Finance
391.5135000,11-30-2025,BSVN,Bank7 Corp,United States,United States,USD,Finance,Banks
390.9235000,11-30-2025,BOC,Boston Omaha Corp,United States,United States,USD,Communications,Advertising
390.6708000,11-30-2025,TRDA,Entrada Therapeutics Inc,United States,United States,USD,Health Care,Pharmaceuticals
389.7558000,11-30-2025,IDR,ID Strategic Resources,United States,United States,USD,Materials,Gold & Silver
389.2570000,11-30-2025,VBNK,VersaBank,Canada,United States,USD,Finance,Banks
388.8450000,11-30-2025,YRD,Yirendai Ltd ADR,China,United States,USD,Finance,Consumer Finance
388.4517000,11-30-2025,XOMA,Xoma Corporation,United States,United States,USD,Health Care,Pharmaceuticals
388.3638000,11-30-2025,NGS,Natural Gas Services Group Inc,United States,United States,USD,Energy,Energy Equipment & Services
388.2840000,11-30-2025,GCBC,"Greene County Bancorp, Inc.",United States,United States,USD,Finance,Trusts & Thrifts
387.2260000,11-30-2025,HVT,"Haverty Furniture Companies, Inc.",United States,United States,USD,Consumer Discretionary,Retail - Specialty
386.9496000,11-30-2025,AMCX,AMC Networks Inc,United States,United States,USD,Communications,Broadcasting
386.7608000,11-30-2025,GNE,Genie Energy Ltd,United States,United States,USD,Energy,Oil & Gas Production
386.4972000,11-30-2025,NNDM,Nano Dimension Ltd ADR,Israel,United States,USD,Information Technology,Computers & Peripherals
386.4630000,11-30-2025,GCO,Genesco Inc.,United States,United States,USD,Consumer Discretionary,Retail - Specialty
385.2944000,11-30-2025,ATEX,Anterix Inc,United States,United States,USD,Utilities & Telecommunications,Telephone
385.0854000,11-30-2025,PKE,Park Aerospace Corp. (Park Electrochemical Corp.),United States,United States,USD,Information Technology,Electronic Equipment
385.0500000,11-30-2025,LND,Brasilagro Brasileira de Propriedades Agricolas ADR,Brazil,United States,USD,Consumer Staples,Food Products
382.5600000,11-30-2025,PDLB,Ponce Financial Group Inc,United States,United States,USD,Finance,General Finance
382.4640000,11-30-2025,ASOMY,Asos Plc ADR,United Kingdom,United States,USD,Consumer Discretionary,Retail - Specialty
381.9732000,11-30-2025,PSTL,Postal Realty Trust Inc,United States,United States,USD,Real Estate,Real Estate Investment Trusts
381.7170000,11-30-2025,OIS,Oil States International Inc,United States,United States,USD,Energy,Energy Equipment & Services
381.3123000,11-30-2025,RRACF1,Rigel Resource Acquisition Corp,United States,United States,USD,Finance,Corporate Finance
381.1995000,11-30-2025,MBI,MBIA Inc.,United States,United States,USD,Finance,Insurance
381.0178000,11-30-2025,DVS,Dolly Varden Silver Corp,United States,United States,USD,Materials,Gold & Silver
380.5281000,11-30-2025,JFIN,Jiayin Group Inc,China,United States,USD,Finance,Consumer Finance
380.3184000,11-30-2025,NATR,Natures Sunshine Products Inc,United States,United States,USD,Consumer Staples,Personal Products
379.9183000,11-30-2025,ACHR,Archer Aviation Inc,United States,United States,USD,Finance,Corporate Finance
379.5750000,11-30-2025,NWBO,Northwest Biotherapeutics Inc,United States,United States,USD,Health Care,Biotechnology & Life Sciences
378.1646000,11-30-2025,MG,Mistras Group Inc,United States,United States,USD,Industrials,Commercial Services & Supplies
377.5517000,11-30-2025,LWAY,Lifeway Foods Inc,United States,United States,USD,Consumer Staples,Food Products
377.3434000,11-30-2025,NATH,Nathan's Famous Inc. (New),United States,United States,USD,Consumer Discretionary,Restaurants
376.6290000,11-30-2025,CAN,Canaan Inc. ADR,China,United States,USD,Information Technology,Semiconductors
376.4068000,11-30-2025,WTBA,West Bancorporation Inc,United States,United States,USD,Finance,Banks
375.4541000,11-30-2025,CTRN,CITI Trends Inc,United States,United States,USD,Consumer Discretionary,Retail - Specialty
375.3100000,11-30-2025,KFS,Kingsway Financial Services Inc.,Canada,United States,USD,Finance,Insurance
375.2574000,11-30-2025,AUTL,Autolus Therapeutics PLC,United Kingdom,United States,USD,Health Care,Biotechnology & Life Sciences
373.8927000,11-30-2025,TTGT,TechTarget,United States,United States,USD,Information Technology,IT Services
373.6600000,11-30-2025,FET,Forum Energy Technologies Inc,United States,United States,USD,Industrials,Distributors
373.6359000,11-30-2025,SSP,EW Scripps Company Cl A,United States,United States,USD,Communications,Publishing
373.2508000,11-30-2025,EGY,Vaalco Energy Inc,United States,United States,USD,Energy,Oil & Gas Production
372.7920000,11-30-2025,RM,Regional Management Corp,United States,United States,USD,Finance,Consumer Finance
372.5830000,11-30-2025,HVT.A,"Haverty Furniture Companies, Inc Class A",United States,United States,USD,Consumer Discretionary,Retail - Specialty
372.3244000,11-30-2025,EAF,GrafTech Intl Ltd,United States,United States,USD,Industrials,Machinery
372.1248000,11-30-2025,JACK,"Jack In The Box, Inc",United States,United States,USD,Consumer Discretionary,Restaurants
370.8516000,11-30-2025,SBC,SBC Medical Group Holdings Inc,United States,United States,USD,Finance,Corporate Finance
370.5185000,11-30-2025,SAR,Saratoga Investment Corp,United States,United States,USD,Finance,General Finance
369.4600000,11-30-2025,MCCK,Mestek Inc,United States,United States,USD,Consumer Discretionary,Household Durables
369.0180000,11-30-2025,RCKT,Rocket Pharmaceuticals Inc,United States,United States,USD,Health Care,Pharmaceuticals
368.8000000,11-30-2025,BGS,"B&G Foods, Inc.",United States,United States,USD,Consumer Staples,Food Products
367.6590000,11-30-2025,CMRC,Bigcommerce Holdings  Inc.,United States,United States,USD,Information Technology,Software
367.5236000,11-30-2025,ILPT,Industrial Logistics Properties Trust,United States,United States,USD,Real Estate,Real Estate Investment Trusts
367.0638000,11-30-2025,GALT,Galectin Therapeutics Inc,United States,United States,USD,Health Care,Pharmaceuticals
365.5416000,11-30-2025,CVGW,Calavo Growers Inc,United States,United States,USD,Consumer Staples,Food Products
364.0836000,11-30-2025,IMXI,Intl Money Express Inc,United States,United States,USD,Finance,Corporate Finance
363.1166000,11-30-2025,DAVA,Endava PLC,United Kingdom,United States,USD,Information Technology,IT Services
362.6595000,11-30-2025,USNA,USANA Health Sciences Inc.,United States,United States,USD,Consumer Staples,Personal Products
362.1896000,11-30-2025,OBT,Orange County Bancorp,United States,United States,USD,Finance,Trusts & Thrifts
361.2330000,11-30-2025,BWFG,Bankwell Financial Group Inc,United States,United States,USD,Finance,Banks
360.7230000,11-30-2025,ACTG,Acacia Research Corp,United States,United States,USD,Industrials,Commercial Services & Supplies
359.6400000,11-30-2025,EACO,Eaco Corp,United States,United States,USD,Industrials,Distributors
359.3880000,11-30-2025,NC,"NACCO Industries Inc., Class A",United States,United States,USD,Industrials,Machinery
358.8440000,11-30-2025,VHI,Valhi Corp,United States,United States,USD,Materials,Chemicals
358.6660000,11-30-2025,DBVT,Dbv Technologies SA,United States,United States,USD,Health Care,Pharmaceuticals
357.2232000,11-30-2025,USCB,"USCB Financial Holdings, Inc.",United States,United States,USD,Finance,Banks
356.1921000,11-30-2025,MTLS,Materialise NV ADR,Belgium,United States,USD,Information Technology,Software
352.5012000,11-30-2025,RMNI,Rimini Street Inc,United States,United States,USD,Finance,General Finance
351.3250000,11-30-2025,QS,QuantumScape,United States,United States,USD,Finance,Corporate Finance
350.2404000,11-30-2025,MSBI,Midland States Bancorp Inc,United States,United States,USD,Finance,Banks
350.1750000,11-30-2025,NPWR,NET Power Inc,United States,United States,USD,Finance,Corporate Finance
349.8074000,11-30-2025,XRX,Xerox Holdings Corp,United States,United States,USD,Information Technology,Electronic Equipment
349.2051000,11-30-2025,VALU,Value Line Inc,United States,United States,USD,Communications,Publishing
348.7190000,11-30-2025,DBI,Designer Brands Inc. (DSW Inc.),United States,United States,USD,Consumer Discretionary,Retail - Specialty
347.4150000,11-30-2025,GENI,Genius Sports Ltd,United States,United States,USD,Finance,Corporate Finance
347.2844247,11-30-2025,ARESF,Artis Real Estate Investment Trusts,Canada,United States,USD,Real Estate,Real Estate Investment Trusts
347.2336000,11-30-2025,BBBY,Bed Bath & Beyond Inc,United States,United States,USD,Consumer Discretionary,Retail - Internet & Media
347.1510000,11-30-2025,NFE,New Fortress Energy LLC,United States,United States,USD,Energy,Energy Equipment & Services
345.5336000,11-30-2025,WNC,Wabash National Corp.,United States,United States,USD,Industrials,Machinery
345.2368000,11-30-2025,MEC,Mayville Engineering Company Inc,United States,United States,USD,Industrials,Commercial Services & Supplies
344.4738000,11-30-2025,MVBF,MVB Financial Corp,United States,United States,USD,Finance,Banks
344.1372000,11-30-2025,AGPYY,Agile Grp Hd ADR,United States,United States,USD,Real Estate,Real Estate Management & Development
343.8820000,11-30-2025,SCM,Stellus Capital Investment Corp,United States,United States,USD,Finance,Banks
342.2100000,11-30-2025,SLP,Simulation Plus Inc,United States,United States,USD,Information Technology,Software
342.1440000,11-30-2025,ONIT,Onity Group Inc,United States,United States,USD,Finance,Banks
341.7225000,11-30-2025,RBB,RBB Bancorp,United States,United States,USD,Finance,Banks
341.4320000,11-30-2025,AENT,Alliance Entertainment Holding Corp,United States,United States,USD,Finance,Corporate Finance
340.2000000,11-30-2025,BNTC,Benitec Biopharma Inc,United States,United States,USD,Health Care,Biotechnology & Life Sciences
339.8435000,11-30-2025,BKKT,Bakkt Holdings Inc,United States,United States,USD,Information Technology,Software
339.3060000,11-30-2025,DCTH,Delcath Systems Inc,United States,United States,USD,Health Care,Pharmaceuticals
339.2625000,11-30-2025,GRAB,Grab Holdings Ltd,United States,United States,USD,Finance,Corporate Finance
337.3920000,11-30-2025,CERS,Cerus Corp.,United States,United States,USD,Health Care,Health Care Supplies
337.3722000,11-30-2025,QTRX,Quanterix Corp,United States,United States,USD,Health Care,Biotechnology & Life Sciences
336.9960000,11-30-2025,IPI,Intrepid Potash Inc,United States,United States,USD,Materials,Chemicals
336.9289000,11-30-2025,LAND,Gladstone Land Corp,United States,United States,USD,Consumer Staples,Food Products
336.9213000,11-30-2025,API,"Agora, Inc. ADS",China,United States,USD,Information Technology,Software
336.4900000,11-30-2025,PBFS,Pioneer Bancorp Inc,United States,United States,USD,Finance,Banks
336.1400000,11-30-2025,FMAO,Farmers and Merchants Bancorp Inc,United States,United States,USD,Finance,Trusts & Thrifts
336.1176000,11-30-2025,CCRN,Cross Country Healthcare Inc,United States,United States,USD,Health Care,Health Care Services
332.8618000,11-30-2025,RWAY,Runway Growth Finance Corp,United States,United States,USD,Finance,Corporate Finance
332.4936000,11-30-2025,SOPH,Sophia Genetics SA,Switzerland,United States,USD,Health Care,Pharmaceuticals
332.2820000,11-30-2025,PBAM,Private Bancorp of America Inc,United States,United States,USD,Finance,Banks
332.0844000,11-30-2025,CLDT,Chatham Lodging Trust (REIT),United States,United States,USD,Real Estate,Real Estate Management & Development
331.7853000,11-30-2025,BWAY,Brainsway Ltd,Israel,United States,USD,Health Care,Health Care Supplies
330.2596000,11-30-2025,AMRN,Amarin Corporation PLC,United States,United States,USD,Health Care,Biotechnology & Life Sciences
329.8272000,11-30-2025,HYLN,Hyliion Holdings Corp,United States,United States,USD,Industrials,Machinery
328.9587000,11-30-2025,AVXL,Anavex Life Sciences Corp,United States,United States,USD,Health Care,Pharmaceuticals
328.8327000,11-30-2025,AMNF,Armanino Foods of Distinction Inc,United States,United States,USD,Consumer Staples,Food Products
328.3245000,11-30-2025,LPTH,LightPath Technologies Inc. Class A,United States,United States,USD,Information Technology,Electronic Equipment
328.2520000,11-30-2025,ALDX,Aldeyra Therapeutics Inc,United States,United States,USD,Health Care,Biotechnology & Life Sciences
328.1383000,11-30-2025,MTRX,Matrix Service Co,United States,United States,USD,Energy,Energy Equipment & Services
327.3000000,11-30-2025,LOCO,El Pollo Loco Holdings Inc,United States,United States,USD,Consumer Discretionary,Restaurants
324.7650000,11-30-2025,ARTNA,"Artesian Resources Corp, Class A",United States,United States,USD,Utilities & Telecommunications,Utilities - Water
324.2976000,11-30-2025,XPOF,Xponential Fitness Inc,United States,United States,USD,Consumer Discretionary,Leisure Facilities
323.9448000,11-30-2025,ALLO,Allogene Therapeutics Inc,United States,United States,USD,Health Care,Biotechnology & Life Sciences
323.4804000,11-30-2025,SMRT,SmartRent Inc,United States,United States,USD,Industrials,Electrical Equipment
322.2108000,11-30-2025,ZH,Zhihu Inc,China,United States,USD,Consumer Discretionary,Retail - Internet & Media
322.1400000,11-30-2025,DHIL,Diamond Hill Investment Group,United States,United States,USD,Finance,Corporate Finance
321.8838000,11-30-2025,PYXS,Pyxis Oncology Inc,United States,United States,USD,Health Care,Pharmaceuticals
321.8334000,11-30-2025,ATNI,ATN International Inc. (Atlantic Tele-Network Inc.,United States,United States,USD,Utilities & Telecommunications,Telephone
321.6732000,11-30-2025,SMLR,Semler Scientific Inc,United States,United States,USD,Health Care,Health Care Supplies
321.4809000,11-30-2025,CTOS,Custom Truck One Source Inc,United States,United States,USD,Finance,General Finance
319.5180000,11-30-2025,TBRG,Trubridge Inc,United States,United States,USD,Health Care,Health Care Supplies
318.6456000,11-30-2025,BCML,BAYCOM CORP,United States,United States,USD,Finance,Banks
318.4262000,11-30-2025,IMRX,Immuneering Corp,United States,United States,USD,Health Care,Pharmaceuticals
318.3675000,11-30-2025,BNED,Barnes & Noble Education Inc,United States,United States,USD,Consumer Discretionary,Retail - General
317.7550000,11-30-2025,DENN,Denny's Corp.,United States,United States,USD,Consumer Discretionary,Restaurants
316.7224000,11-30-2025,VNDA,Vanda Pharmaceuticals Inc,United States,United States,USD,Health Care,Pharmaceuticals
316.3062000,11-30-2025,RSVR,Reservoir Media Inc,United States,United States,USD,Finance,Corporate Finance
315.5652000,11-30-2025,GCMG,GCM Grosvenor Class A,United States,United States,USD,Finance,General Finance
315.2521000,11-30-2025,BRCC,BRC Inc,United States,United States,USD,Finance,Corporate Finance
314.9809000,11-30-2025,CGIFF,Chemtrade Logistics Income Fund,Canada,United States,USD,Materials,Chemicals
314.6178000,11-30-2025,CTGO,Contango ORE Inc,United States,United States,USD,Materials,Gold & Silver
313.5744000,11-30-2025,NBP,NovaBridge Biosciences,United States,United States,USD,Health Care,Pharmaceuticals
312.8832000,11-30-2025,CZNC,Citizens & Northern Corp,United States,United States,USD,Finance,Banks
312.8790000,11-30-2025,MLP,Maui Land & Pineapple Co,United States,United States,USD,Consumer Staples,Food Products
312.0000000,11-30-2025,STRT,Strattec Security Corp,United States,United States,USD,Consumer Discretionary,Automobile Parts
311.6820000,11-30-2025,PCB,PCB Bancorp,United States,United States,USD,Finance,Consumer Finance
311.3400000,11-30-2025,CANG,Cango Inc,United States,United States,USD,Information Technology,IT Services
311.2200000,11-30-2025,FSBW,FS Bancorp Inc. (WA),United States,United States,USD,Finance,Trusts & Thrifts
310.4157000,11-30-2025,LSAK,Lesaka Technologies Inc,United States,United States,USD,Information Technology,Software
310.3876000,11-30-2025,ELA,Envela Corp,United States,United States,USD,Consumer Discretionary,Retail - Specialty
310.2240000,11-30-2025,OOMA,Ooma Inc,United States,United States,USD,Utilities & Telecommunications,Telephone
310.2000000,11-30-2025,KELYB,"Kelly Services, Inc, Class B",United States,United States,USD,Industrials,Commercial Services & Supplies
310.1890000,11-30-2025,VTLE,Vital Energy Inc,United States,United States,USD,Energy,Oil & Gas Production
310.1760000,11-30-2025,BNC,CEA Industries Inc,United States,United States,USD,Industrials,Machinery
310.0472000,11-30-2025,ACCO,Acco Brands Corp,United States,United States,USD,Industrials,Commercial Services & Supplies
309.6525000,11-30-2025,ADV,Advantage Solutions Inc.,United States,United States,USD,Industrials,Commercial Services & Supplies
309.4696000,11-30-2025,NVEC,NVE Corp (New),United States,United States,USD,Information Technology,Semiconductors
309.1200000,11-30-2025,ISBA,Isabella Bank Corp,United States,United States,USD,Finance,Banks
308.4587000,11-30-2025,HPK,Highpeak Energy Inc,United States,United States,USD,Finance,General Finance
308.3040000,11-30-2025,PKOH,Park-Ohio Holdings Corp.,United States,United States,USD,Transports,Airlines & Air Services
307.7100000,11-30-2025,OCFT1,"OneConnect Financial Technology Co., Ltd. ADR",China,United States,USD,Information Technology,Software
307.6404000,11-30-2025,FRBA,"First Bank (Williamstown, NJ)",United States,United States,USD,Finance,Banks
306.5739000,11-30-2025,ACRS,Aclaris Therapeutics Inc,United States,United States,USD,Health Care,Pharmaceuticals
306.4618000,11-30-2025,CNDT,Conduent Inc,United States,United States,USD,Information Technology,Software
304.5600000,11-30-2025,KELYA,"Kelly Services, Inc., Class A",United States,United States,USD,Industrials,Commercial Services & Supplies
303.0048000,11-30-2025,TDAY,USA TODAY Co Inc,United States,United States,USD,Communications,Advertising
302.9565000,11-30-2025,PNRG,Primeenergy Resources Corp,United States,United States,USD,Energy,Oil & Gas Production
301.8856000,11-30-2025,ENTA,Enanta Pharmaceuticals Inc,United States,United States,USD,Health Care,Pharmaceuticals
301.6995000,11-30-2025,PLBC,Plumas Bancorp,United States,United States,USD,Finance,Banks
301.0392000,11-30-2025,MCFT,Mastercraft Boat Holdings Inc,United States,United States,USD,Consumer Discretionary,Leisure Goods
299.4900000,11-30-2025,CIA,"Citizens Inc., Class A",United States,United States,USD,Finance,Insurance
299.4390000,11-30-2025,CBAN,Colony Bankcorp Inc,United States,United States,USD,Finance,Banks
297.9837000,11-30-2025,IMMP,Immutep Ltd ADR,United States,United States,USD,Health Care,Pharmaceuticals
297.6600000,11-30-2025,KCLI,Kansas City Life Insurance Co.,United States,United States,USD,Finance,Insurance
297.3300000,11-30-2025,MREO,Mereo BioPharma Group Plc,United Kingdom,United States,USD,Health Care,Biotechnology & Life Sciences
296.9560000,11-30-2025,HDSN,Hudson Technologies Inc.,United States,United States,USD,Industrials,Commercial Services & Supplies
296.8748000,11-30-2025,NECB,Northeast Community Bancorp Inc,United States,United States,USD,Finance,Trusts & Thrifts
296.5635000,11-30-2025,SY,So-Young International Inc,China,United States,USD,Communications,Internet
296.4500000,11-30-2025,MPX,Marine Products Corp.,United States,United States,USD,Consumer Discretionary,Leisure Goods
295.5390000,11-30-2025,LFCR,Lifecore Biomedical Inc,United States,United States,USD,Materials,Chemicals
295.0584000,11-30-2025,RNGR,Ranger Energy Services Inc,United States,United States,USD,Industrials,Commercial Services & Supplies
294.1536000,11-30-2025,RLGT,Radiant Logistics Inc,United States,United States,USD,Transports,Airlines & Air Services
294.0168000,11-30-2025,MCHB,Mechanics Bank,United States,United States,USD,Finance,Banks
292.8590000,11-30-2025,CLW,Clearwater Paper Corp,United States,United States,USD,Materials,Wood & Paper
